StudyID,Experiment ID,Author,Title,Year_Publication,Country,Longitude ,Latitude ,ClimateZone,Temperature ,Precipitation ,WetnessIndex,SOC_initial,TN_initial,TP_initial,NH4_N_initial,NO3_N_initial,OlsenP_initial ,pH_initial,BD_initial,CEC_initial,Texture_initial,Sand_initial,Silt _initial,Clay_initial,Type_biochar,ParticleSize_biochar,BD_biochar,PyrolysisTemperature_biochar,Ash_biochar,C_biochar,N_biochar,P_biochar,CNRatio_biochar,pH_biochar,CEC_biochar,Treatment,BiocharAddition,CropType,TrialDuration ,SoilDepth,SOC_CK,SOC_CK_SD,SOC_CK_N,SOC_T ,SOC_T _SD,SOC_T _N,SOC_RR,SOC_LNRR,TN_CK,TN_CK_SD,TN_CK_N,TN_T ,TN_T _SD,TN_T _N,TN_RR,TN_LNRR,CNRatio_CK,CNRatio_CK_SD,CNRatio_CK_N,CNRatio_T ,CNRatio_T _SD,CNRatio_T _N,CNRatio_RR,CNRatio_LNRR,DOC_CK,DOC_CK_SD,DOC_CK_N,DOC_T ,DOC_T _SD,DOC_T _N,DOC_RR,DOC_LNRR,NH4_N_CK,NH4_N_CK_SD,NH4_N_CK_N,NH4_N_T ,NH4_N_T _SD,NH4_N_T _N,NH4_N_RR,NH4_N_LNRR,NO3_N_CK,NO3_N_CK_SD,NO3_N_CK_N,NO3_N_T ,NO3_N_T _SD,NO3_N_T _N,NO3_N_RR,NO3_N_LNRR,OlsenP_CK,OlsenP_CK_SD,OlsenP_CK_N,OlsenP_T ,OlsenP_T _SD,OlsenP_T _N,OlsenP_RR,OlsenP_LNRR,CEC_CK,CEC_CK_SD,CEC_CK_N,CEC_T ,CEC_T _SD,CEC_T _N,CEC_RR,CEC_LNRR,K_CK,K_CK_SD,K_CK_N,K_T ,K_T _SD,K_T _N,K_RR,K_LNRR,Ca_CK,Ca_CK_SD,Ca_CK_N,Ca_T ,Ca_T _SD,Ca_T _N,Ca_RR,Ca_LNRR,Mg_CK,Mg_CK_SD,Mg_CK_N,Mg_T ,Mg_T _SD,Mg_T _N,Mg_RR,Mg_LNRR,Na_CK,Na_CK_SD,Na_CK_N,Na_T ,Na_T _SD,Na_T _N,Na_RR,Na_LNRR,pH_CK,pH_CK_SD,pH_CK_N,pH_T ,pH_T _SD,pH_T _N,pH_RR,pH_LNRR,SMBC_CK,SMBC_CK_SD,SMBC_CK_N,SMBC_T ,SMBC_T _SD,SMBC_T _N,SMBC_RR,SMBC_LNRR,SMBN_CK,SMBN_CK_SD,SMBN_CK_N,SMBN_T ,SMBN_T _SD,SMBN_T _N,SMBN_RR,SMBN_LNRR,CropYield_CK,CropYield_CK_SD,CropYield_CK_N,CropYield_T ,CropYield_T _SD,CropYield_T _N,CropYield_RR,CropYield_LNRR,CO2_CK,CO2_CK_SD,CO2_CK_N,CO2_T ,CO2_T _SD,CO2_T _N,CO2_RR,CO2_LNRR,CH4_CK,CH4_CK_SD,CH4_CK_N,CH4_T ,CH4_T _SD,CH4_T _N,CH4_RR,CH4_LNRR,N2O_CK,N2O_CK_SD,N2O_CK_N,N2O_T ,N2O_T _SD,N2O_T _N,N2O_RR,N2O_LNRR,GWP_CK,GWP_CK_SD,GWP_CK_N,GWP_T ,GWP_T _SD,GWP_T _N,GWP_RR,GWP_LNRR,GHGI_CK,GHGI_CK_SD,GHGI_CK_N,GHGI_T ,GHGI_T _SD,GHGI_T _N,GHGI_RR,GHGI_LNRR,
1,1_2,A.O. Adekiya,Effects of biochar and poultry manure on soil characteristics and the yield of radish,2019,Nigeria,6.02 ,8.15 ,Tropic,32,,,9.16 ,1.60 ,,,,,5.61 ,1.49 ,,Loamy sand,76.00 ,13.00 ,11.00 ,Wood,2.00 ,,580.00 ,,523.00 ,6.50 ,0.73 ,80.50 ,7.56 ,,BM,50.00 ,Radish,730.00 ,15.00 ,7.77 ,0.39 ,3.00 ,20.19 ,1.01 ,3.00 ,2.60 ,0.95 ,1.30 ,0.07 ,3.00 ,2.10 ,0.11 ,3.00 ,1.62 ,0.48 ,5.98 ,0.30 ,3.00 ,9.61 ,0.48 ,3.00 ,1.61 ,0.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20 ,0.06 ,3.00 ,3.40 ,0.17 ,3.00 ,2.83 ,1.04 ,11.80 ,0.59 ,3.00 ,39.00 ,1.95 ,3.00 ,3.31 ,1.20 ,3.20 ,0.16 ,3.00 ,6.10 ,0.31 ,3.00 ,1.91 ,0.65 ,,,,,,,,,5.41 ,0.27 ,3.00 ,6.60 ,0.33 ,3.00 ,1.22 ,0.20 ,,,,,,,,,,,,,,,,,0.25 ,0.01 ,3.00 ,0.86 ,0.04 ,3.00 ,3.44 ,1.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1_2,A.O. Adekiya,Effects of biochar and poultry manure on soil characteristics and the yield of radish,2019,Nigeria,6.02 ,8.15 ,Tropic,32,,,9.16 ,1.60 ,,,,,5.61 ,1.49 ,,Loamy sand,76.00 ,13.00 ,11.00 ,Wood,2.00 ,,580.00 ,,523.00 ,6.50 ,0.73 ,80.50 ,7.56 ,,BM,50.00 ,Radish,730.00 ,15.00 ,7.77 ,0.39 ,3.00 ,22.80 ,1.14 ,3.00 ,2.93 ,1.08 ,1.30 ,0.07 ,3.00 ,2.30 ,0.12 ,3.00 ,1.77 ,0.57 ,5.98 ,0.30 ,3.00 ,9.91 ,0.50 ,3.00 ,1.66 ,0.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.20 ,0.06 ,3.00 ,4.20 ,0.21 ,3.00 ,3.50 ,1.25 ,11.80 ,0.59 ,3.00 ,47.20 ,2.36 ,3.00 ,4.00 ,1.39 ,3.20 ,0.16 ,3.00 ,6.80 ,0.34 ,3.00 ,2.13 ,0.75 ,,,,,,,,,5.41 ,0.27 ,3.00 ,6.93 ,0.35 ,3.00 ,1.28 ,0.25 ,,,,,,,,,,,,,,,,,0.25 ,0.01 ,3.00 ,0.98 ,0.05 ,3.00 ,3.92 ,1.37 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2_1,Abukari,Effect of Rice Husk Biochar on Maize Productivity in the Guinea Savannah Zone of Ghana,2014,Ghana,0.97 ,9.42 ,Tropic,,,,6.20 ,0.60 ,,,,,6.22 ,,2.89 ,Sandy loam,62.85 ,33.82 ,3.33 ,Rice husk,,,400.00 ,,623.00 ,10.50 ,,59.33 ,9.70 ,,B,2.00 ,Maize,80.00 ,20.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03 ,0.04 ,3.00 ,1.67 ,0.04 ,3.00 ,1.62 ,0.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2_1,Abukari,Effect of Rice Husk Biochar on Maize Productivity in the Guinea Savannah Zone of Ghana,2014,Ghana,0.97 ,9.42 ,Tropic,,,,6.20 ,0.60 ,,,,,6.22 ,,2.89 ,Sandy loam,62.85 ,33.82 ,3.33 ,Rice husk,,,400.00 ,,623.00 ,10.50 ,,59.33 ,9.70 ,,B,4.00 ,Maize,80.00 ,20.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.03 ,0.04 ,3.00 ,2.79 ,0.04 ,3.00 ,2.71 ,1.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3_1,Afeng Zhang,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",2010,China,119.68 ,31.40 ,Subtropic,15.7,1177,45.80 ,23.50 ,1.78 ,,,,,6.50 ,1.01 ,,Clay,,,39.00 ,Wheat straw,2.00 ,0.65 ,375.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,B,10.00 ,Rice,150.00 ,15.00 ,23.50 ,1.70 ,3.00 ,25.90 ,2.10 ,3.00 ,1.10 ,0.10 ,1.78 ,0.16 ,3.00 ,2.12 ,0.17 ,3.00 ,1.19 ,0.17 ,13.20 ,0.66 ,3.00 ,12.22 ,0.61 ,3.00 ,0.93 ,-0.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94 ,0.11 ,3.00 ,6.67 ,0.21 ,3.00 ,1.12 ,0.12 ,,,,,,,,,,,,,,,,,8.60 ,0.38 ,3.00 ,9.60 ,0.19 ,3.00 ,1.12 ,0.11 ,,,,,,,,,62.60 ,1.80 ,3.00 ,103.20 ,2.00 ,3.00 ,1.65 ,0.50 ,0.76 ,0.07 ,3.00 ,0.55 ,0.06 ,3.00 ,0.72 ,-0.32 ,1791.48 ,89.57 ,3.00 ,1743.90 ,137.20 ,3.00 ,0.97 ,-0.03 ,208.31 ,10.42 ,3.00 ,181.66 ,9.08 ,3.00 ,0.87 ,-0.14 ,
3,3_1,Afeng Zhang,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",2010,China,119.68 ,31.40 ,Subtropic,15.7,1177,45.80 ,23.50 ,1.78 ,,,,,6.50 ,1.01 ,,Clay,,,39.00 ,Wheat straw,2.00 ,0.65 ,375.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,B,40.00 ,Rice,150.00 ,15.00 ,23.50 ,1.70 ,3.00 ,36.90 ,2.00 ,3.00 ,1.57 ,0.45 ,1.78 ,0.16 ,3.00 ,2.48 ,0.21 ,3.00 ,1.39 ,0.33 ,13.20 ,0.66 ,3.00 ,14.88 ,0.74 ,3.00 ,1.13 ,0.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94 ,0.11 ,3.00 ,6.94 ,0.18 ,3.00 ,1.17 ,0.16 ,,,,,,,,,,,,,,,,,8.60 ,0.38 ,3.00 ,9.80 ,0.26 ,3.00 ,1.14 ,0.13 ,,,,,,,,,62.60 ,1.80 ,3.00 ,104.90 ,10.40 ,3.00 ,1.68 ,0.52 ,0.76 ,0.07 ,3.00 ,0.60 ,0.07 ,3.00 ,0.79 ,-0.24 ,1791.48 ,89.57 ,3.00 ,1401.30 ,140.07 ,3.00 ,0.78 ,-0.25 ,208.31 ,10.42 ,3.00 ,142.99 ,7.15 ,3.00 ,0.69 ,-0.38 ,
3,3_2,Afeng Zhang,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",2010,China,119.68 ,31.40 ,Subtropic,15.7,1177,45.80 ,23.20 ,2.07 ,,,,,6.50 ,1.01 ,,Clay,,,39.00 ,Wheat straw,2.00 ,0.65 ,375.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,BN,10.00 ,Rice,150.00 ,15.00 ,23.50 ,1.70 ,3.00 ,27.10 ,1.50 ,3.00 ,1.15 ,0.14 ,1.78 ,0.16 ,3.00 ,2.19 ,0.13 ,3.00 ,1.23 ,0.21 ,13.20 ,0.66 ,3.00 ,12.37 ,0.62 ,3.00 ,0.94 ,-0.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94 ,0.11 ,3.00 ,6.75 ,0.08 ,3.00 ,1.14 ,0.13 ,,,,,,,,,,,,,,,,,8.60 ,0.38 ,3.00 ,9.90 ,0.22 ,3.00 ,1.15 ,0.14 ,,,,,,,,,62.60 ,1.80 ,3.00 ,67.20 ,9.40 ,3.00 ,1.07 ,0.07 ,0.76 ,0.07 ,3.00 ,1.19 ,0.01 ,3.00 ,1.57 ,0.45 ,2798.00 ,89.57 ,3.00 ,2034.62 ,101.73 ,3.00 ,0.73 ,-0.32 ,325.35 ,16.27 ,3.00 ,205.52 ,10.28 ,3.00 ,0.63 ,-0.46 ,
3,3_2,Afeng Zhang,"Effect of biochar amendment on yield and methane and nitrous oxide emissions from a rice paddy from Tai Lake plain, China",2010,China,119.68 ,31.40 ,Subtropic,15.7,1177,45.80 ,23.20 ,2.07 ,,,,,6.50 ,1.01 ,,Clay,,,39.00 ,Wheat straw,2.00 ,0.65 ,375.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,BN,40.00 ,Rice,150.00 ,15.00 ,23.50 ,1.70 ,3.00 ,36.00 ,1.70 ,3.00 ,1.53 ,0.43 ,1.78 ,0.16 ,3.00 ,2.54 ,0.13 ,3.00 ,1.43 ,0.36 ,13.20 ,0.66 ,3.00 ,14.17 ,0.71 ,3.00 ,1.07 ,0.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94 ,0.11 ,3.00 ,6.77 ,0.12 ,3.00 ,1.14 ,0.13 ,,,,,,,,,,,,,,,,,8.60 ,0.38 ,3.00 ,10.20 ,0.36 ,3.00 ,1.19 ,0.17 ,,,,,,,,,62.60 ,1.80 ,3.00 ,107.00 ,12.60 ,3.00 ,1.71 ,0.54 ,0.76 ,0.07 ,3.00 ,0.98 ,0.20 ,3.00 ,1.29 ,0.25 ,2798.00 ,89.57 ,3.00 ,2067.00 ,148.35 ,3.00 ,0.74 ,-0.30 ,325.35 ,16.27 ,3.00 ,202.65 ,10.13 ,3.00 ,0.62 ,-0.47 ,
4,4_1,Afeng Zhang,"Effects of biochar amendment on soil quality, crop yield and greenhouse gas emission in a Chinese rice paddy: A field study of 4 consecutive rice growing cycles",2012,China,119.68 ,31.40 ,Subtropic,15.7,1177,45.80 ,23.50 ,1.80 ,,,,,6.50 ,1.01 ,,Clay,,,39.00 ,Wheat straw,2.00 ,0.65 ,375.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,B,10.00 ,Rice,365.00 ,15.00 ,23.20 ,1.60 ,3.00 ,27.10 ,1.50 ,3.00 ,1.17 ,0.16 ,2.07 ,0.04 ,3.00 ,2.19 ,0.13 ,3.00 ,1.06 ,0.06 ,11.21 ,0.56 ,3.00 ,12.37 ,0.62 ,3.00 ,1.10 ,0.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53 ,0.11 ,3.00 ,6.75 ,0.08 ,3.00 ,1.03 ,0.03 ,,,,,,,,,,,,,,,,,7.60 ,0.33 ,3.00 ,8.30 ,0.10 ,3.00 ,1.09 ,0.09 ,1107.30 ,109.00 ,3.00 ,1179.60 ,42.00 ,3.00 ,1.07 ,0.06 ,69.30 ,7.70 ,3.00 ,67.20 ,9.40 ,3.00 ,0.97 ,-0.03 ,1.99 ,0.20 ,3.00 ,1.19 ,0.01 ,3.00 ,0.60 ,-0.51 ,7304.00 ,329.00 ,3.00 ,7123.00 ,401.00 ,3.00 ,0.98 ,-0.03 ,955.00 ,65.00 ,3.00 ,858.00 ,39.00 ,3.00 ,0.90 ,-0.11 ,
4,4_1,Afeng Zhang,"Effects of biochar amendment on soil quality, crop yield and greenhouse gas emission in a Chinese rice paddy: A field study of 4 consecutive rice growing cycles",2012,China,119.68 ,31.40 ,Subtropic,15.7,1177,45.80 ,23.50 ,1.80 ,,,,,6.50 ,1.01 ,,Clay,,,39.00 ,Wheat straw,2.00 ,0.65 ,375.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,B,10.00 ,Rice,365.00 ,15.00 ,23.20 ,1.60 ,3.00 ,29.50 ,0.90 ,3.00 ,1.27 ,0.24 ,2.07 ,0.04 ,3.00 ,2.11 ,0.11 ,3.00 ,1.02 ,0.02 ,11.21 ,0.56 ,3.00 ,13.98 ,0.70 ,3.00 ,1.25 ,0.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53 ,0.11 ,3.00 ,6.77 ,0.18 ,3.00 ,1.04 ,0.04 ,,,,,,,,,,,,,,,,,7.60 ,0.33 ,3.00 ,8.40 ,0.26 ,3.00 ,1.11 ,0.10 ,1107.30 ,109.00 ,3.00 ,1074.50 ,133.00 ,3.00 ,0.97 ,-0.03 ,69.30 ,7.70 ,3.00 ,175.10 ,33.00 ,3.00 ,2.53 ,0.93 ,1.99 ,0.20 ,3.00 ,0.83 ,0.13 ,3.00 ,0.42 ,-0.87 ,7304.00 ,329.00 ,3.00 ,7036.00 ,286.00 ,3.00 ,0.96 ,-0.04 ,1109.00 ,42.00 ,3.00 ,723.00 ,5.00 ,3.00 ,0.65 ,-0.43 ,
4,4_1,Afeng Zhang,"Effects of biochar amendment on soil quality, crop yield and greenhouse gas emission in a Chinese rice paddy: A field study of 4 consecutive rice growing cycles",2012,China,119.68 ,31.40 ,Subtropic,15.7,1177,45.80 ,23.50 ,1.80 ,,,,,6.50 ,1.01 ,,Clay,,,39.00 ,Wheat straw,2.00 ,0.65 ,375.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,B,20.00 ,Rice,365.00 ,15.00 ,23.20 ,1.60 ,3.00 ,36.00 ,1.70 ,3.00 ,1.55 ,0.44 ,2.07 ,0.04 ,3.00 ,2.54 ,0.13 ,3.00 ,1.23 ,0.20 ,11.21 ,0.56 ,3.00 ,14.17 ,0.71 ,3.00 ,1.26 ,0.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53 ,0.11 ,3.00 ,6.77 ,0.12 ,3.00 ,1.04 ,0.04 ,,,,,,,,,,,,,,,,,7.60 ,0.33 ,3.00 ,8.50 ,0.36 ,3.00 ,1.12 ,0.11 ,1107.30 ,109.00 ,3.00 ,1058.90 ,119.00 ,3.00 ,0.96 ,-0.04 ,69.30 ,7.70 ,3.00 ,104.90 ,10.40 ,3.00 ,1.51 ,0.41 ,1.99 ,0.20 ,3.00 ,0.98 ,0.18 ,3.00 ,0.49 ,-0.71 ,7304.00 ,329.00 ,3.00 ,1166.00 ,857.00 ,3.00 ,0.16 ,-1.83 ,955.00 ,65.00 ,3.00 ,1202.00 ,102.00 ,3.00 ,1.26 ,0.23 ,
4,4_2,Afeng Zhang,"Effects of biochar amendment on soil quality, crop yield and greenhouse gas emission in a Chinese rice paddy: A field study of 4 consecutive rice growing cycles",2012,China,119.68 ,31.40 ,Subtropic,15.7,1177,45.80 ,23.50 ,1.80 ,,,,,6.50 ,1.01 ,,Clay,,,39.00 ,Wheat straw,2.00 ,0.65 ,375.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,B,20.00 ,Rice,365.00 ,15.00 ,23.50 ,1.20 ,3.00 ,25.70 ,2.00 ,3.00 ,1.09 ,0.09 ,1.98 ,0.10 ,3.00 ,1.95 ,0.14 ,3.00 ,0.98 ,-0.02 ,11.87 ,0.59 ,3.00 ,13.18 ,0.66 ,3.00 ,1.11 ,0.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53 ,0.04 ,3.00 ,6.73 ,0.21 ,3.00 ,1.03 ,0.03 ,,,,,,,,,,,,,,,,,7.60 ,0.19 ,3.00 ,9.70 ,0.33 ,3.00 ,1.28 ,0.24 ,1523.70 ,187.60 ,3.00 ,1306.30 ,55.10 ,3.00 ,0.86 ,-0.15 ,28.30 ,2.60 ,3.00 ,24.50 ,2.00 ,3.00 ,0.87 ,-0.14 ,4.50 ,1.00 ,3.00 ,3.10 ,0.04 ,3.00 ,0.69 ,-0.37 ,8651.00 ,410.00 ,3.00 ,7716.00 ,187.00 ,3.00 ,0.89 ,-0.11 ,1109.00 ,42.00 ,3.00 ,972.00 ,64.00 ,3.00 ,0.88 ,-0.13 ,
4,4_2,Afeng Zhang,"Effects of biochar amendment on soil quality, crop yield and greenhouse gas emission in a Chinese rice paddy: A field study of 4 consecutive rice growing cycles",2012,China,119.68 ,31.40 ,Subtropic,15.7,1177,45.80 ,23.50 ,1.80 ,,,,,6.50 ,1.01 ,,Clay,,,39.00 ,Wheat straw,2.00 ,0.65 ,375.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,B,40.00 ,Rice,365.00 ,15.00 ,23.50 ,1.20 ,3.00 ,28.90 ,1.60 ,3.00 ,1.23 ,0.21 ,1.98 ,0.10 ,3.00 ,2.16 ,0.08 ,3.00 ,1.09 ,0.09 ,11.87 ,0.59 ,3.00 ,13.38 ,0.67 ,3.00 ,1.13 ,0.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53 ,0.04 ,3.00 ,6.77 ,0.05 ,3.00 ,1.04 ,0.04 ,,,,,,,,,,,,,,,,,7.60 ,0.19 ,3.00 ,8.30 ,0.13 ,3.00 ,1.09 ,0.09 ,1523.70 ,187.60 ,3.00 ,1383.40 ,55.50 ,3.00 ,0.91 ,-0.10 ,28.30 ,2.60 ,3.00 ,43.60 ,1.90 ,3.00 ,1.54 ,0.43 ,4.50 ,1.00 ,3.00 ,2.50 ,0.50 ,3.00 ,0.56 ,-0.59 ,8651.00 ,410.00 ,3.00 ,7907.00 ,118.00 ,3.00 ,0.91 ,-0.09 ,955.00 ,65.00 ,3.00 ,924.00 ,41.00 ,3.00 ,0.97 ,-0.03 ,
4,4_2,Afeng Zhang,"Effects of biochar amendment on soil quality, crop yield and greenhouse gas emission in a Chinese rice paddy: A field study of 4 consecutive rice growing cycles",2012,China,119.68 ,31.40 ,Subtropic,15.7,1177,45.80 ,23.50 ,1.80 ,,,,,6.50 ,1.01 ,,Clay,,,39.00 ,Wheat straw,2.00 ,0.65 ,375.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,B,40.00 ,Rice,365.00 ,15.00 ,23.50 ,1.20 ,3.00 ,36.10 ,5.60 ,3.00 ,1.54 ,0.43 ,1.98 ,0.10 ,3.00 ,2.27 ,0.24 ,3.00 ,1.15 ,0.14 ,11.87 ,0.59 ,3.00 ,15.90 ,0.80 ,3.00 ,1.34 ,0.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.53 ,0.04 ,3.00 ,6.89 ,0.11 ,3.00 ,1.06 ,0.05 ,,,,,,,,,,,,,,,,,7.60 ,0.19 ,3.00 ,9.30 ,1.34 ,3.00 ,1.22 ,0.20 ,1523.70 ,187.60 ,3.00 ,1582.50 ,54.80 ,3.00 ,1.04 ,0.04 ,28.30 ,2.60 ,3.00 ,39.10 ,5.00 ,3.00 ,1.38 ,0.32 ,4.50 ,1.00 ,3.00 ,2.00 ,0.40 ,3.00 ,0.44 ,-0.81 ,8651.00 ,410.00 ,3.00 ,1037.00 ,143.00 ,3.00 ,0.12 ,-2.12 ,1109.00 ,42.00 ,3.00 ,880.00 ,143.00 ,3.00 ,0.79 ,-0.23 ,
5,5_1,Afeng Zhang ,Effect of biochar amendment on maize yield and greenhouse gas emissions from a soil organic carbon poor calcareous loamy soil from Central China Plain,2012,China,115.50 ,34.53 ,Subtropic,15.7,1177,45.80 ,9.87 ,0.94 ,,,,,8.38 ,1.46 ,,Loam,,,,Wheat straw,2.00 ,,450.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,B,20.00 ,Maize,230.00 ,15.00 ,8.15 ,0.21 ,3.00 ,8.24 ,0.04 ,3.00 ,1.01 ,0.01 ,10.90 ,1.00 ,3.00 ,15.70 ,0.50 ,3.00 ,1.44 ,0.36 ,0.75 ,0.04 ,3.00 ,0.52 ,0.03 ,3.00 ,0.70 ,-0.35 ,,,,,,,,,1.30 ,0.14 ,3.00 ,1.63 ,0.29 ,3.00 ,1.25 ,0.23 ,20.40 ,3.90 ,3.00 ,20.30 ,1.00 ,3.00 ,1.00 ,0.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15 ,0.21 ,3.00 ,8.24 ,0.04 ,3.00 ,1.01 ,0.01 ,,,,,,,,,,,,,,,,,6.28 ,0.26 ,3.00 ,7.27 ,0.30 ,3.00 ,1.16 ,0.15 ,1661.50 ,110.00 ,3.00 ,1709.20 ,9.90 ,3.00 ,1.03 ,0.03 ,0.12 ,0.05 ,3.00 ,0.36 ,0.17 ,3.00 ,3.00 ,1.10 ,0.21 ,0.01 ,3.00 ,0.24 ,0.02 ,3.00 ,1.14 ,0.13 ,94.00 ,6.00 ,3.00 ,92.80 ,13.00 ,3.00 ,0.99 ,-0.01 ,15.00 ,1.20 ,3.00 ,16.90 ,1.90 ,3.00 ,1.13 ,0.12 ,
5,5_1,Afeng Zhang ,Effect of biochar amendment on maize yield and greenhouse gas emissions from a soil organic carbon poor calcareous loamy soil from Central China Plain,2012,China,115.50 ,34.53 ,Subtropic,15.7,1177,45.80 ,9.87 ,0.94 ,,,,,8.38 ,1.46 ,,Loam,,,,Wheat straw,2.00 ,,450.00 ,20.80 ,467.00 ,5.90 ,,79.15 ,10.40 ,,B,40.00 ,Maize,230.00 ,15.00 ,8.15 ,0.21 ,3.00 ,8.38 ,0.06 ,3.00 ,1.03 ,0.03 ,10.90 ,1.00 ,3.00 ,17.20 ,1.60 ,3.00 ,1.58 ,0.46 ,0.75 ,0.04 ,3.00 ,0.49 ,0.02 ,3.00 ,0.65 ,-0.43 ,,,,,,,,,1.30 ,0.14 ,3.00 ,1.98 ,0.75 ,3.00 ,1.52 ,0.42 ,20.40 ,3.90 ,3.00 ,20.00 ,0.31 ,3.00 ,0.98 ,-0.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.15 ,0.21 ,3.00 ,8.38 ,0.06 ,3.00 ,1.03 ,0.03 ,,,,,,,,,,,,,,,,,6.28 ,0.26 ,3.00 ,6.74 ,0.18 ,3.00 ,1.07 ,0.07 ,1661.50 ,110.00 ,3.00 ,1860.80 ,25.00 ,3.00 ,1.12 ,0.11 ,0.12 ,0.05 ,3.00 ,0.17 ,0.15 ,3.00 ,1.42 ,0.35 ,0.21 ,0.01 ,3.00 ,0.23 ,0.03 ,3.00 ,1.10 ,0.09 ,94.00 ,6.00 ,3.00 ,91.10 ,13.00 ,3.00 ,0.97 ,-0.03 ,15.00 ,1.20 ,3.00 ,13.60 ,2.20 ,3.00 ,0.91 ,-0.10 ,
